# Yale Bright Star Catalogue (BSC5), Hoffleit & Warren 1991, ADC/CDS V/50.
# Trimmed for the Simathon 02 demo. Source: tdc-www.harvard.edu/catalogs/bsc5.dat.gz
# ra_deg,dec_deg,vmag,b_v,dist_pc   (dist_pc = 0 means no usable parallax)
188.99417,-20.52722,6.200,0.330,0.0
189.29583,-69.13556,2.690,-0.200,0.0
189.19750,-5.83194,5.870,0.070,0.0
189.09708,59.48694,5.500,0.000,0.0
189.24292,17.08944,5.680,1.410,0.0
189.42583,-48.54111,3.860,0.050,41.7
189.42583,-27.13889,5.450,0.320,27.0
189.81042,-75.36944,6.490,0.080,0.0
189.51833,3.28250,6.330,0.010,0.0
189.71875,-67.19306,6.250,0.060,0.0
189.59333,1.85472,5.710,1.600,34.5
189.62500,6.98833,7.080,1.440,71.4
189.68583,-18.25028,6.000,0.290,0.0
189.76458,-30.42222,5.890,1.210,0.0
189.69292,40.87444,6.370,0.180,0.0
189.75875,22.65944,6.380,1.100,0.0
189.81167,-7.99556,4.660,1.230,50.0
189.98167,-66.51167,6.260,-0.050,0.0
189.78042,21.06250,5.460,0.960,0.0
189.82042,35.95194,6.450,0.060,0.0
189.96875,-39.98750,4.640,-0.080,0.0
190.34583,-46.14556,5.840,1.520,0.0
190.37917,-48.95972,2.170,-0.010,62.5
190.52125,-69.40750,6.330,0.780,0.0
190.31667,-13.01361,6.080,0.000,71.4
190.31750,-13.01500,5.980,0.420,71.4
190.48583,-59.68583,4.930,-0.040,0.0
190.39333,10.42639,6.190,0.190,0.0
190.41500,-1.44944,3.650,0.360,10.1
190.41500,-1.44944,3.680,0.000,10.1
190.45500,-19.75861,6.030,0.390,0.0
190.47125,10.23556,4.880,0.090,0.0
190.48792,6.80667,5.590,0.000,83.3
190.70958,-63.05861,5.310,0.270,0.0
190.64750,-48.81306,4.660,1.090,40.0
190.70667,-55.94722,6.080,-0.030,0.0
190.39125,62.71306,6.070,0.010,0.0
190.78792,-56.17611,6.000,-0.080,0.0
190.86750,-58.90306,6.400,1.090,0.0
190.85958,-40.17778,6.440,0.250,0.0
190.90875,-1.57694,5.930,0.860,0.0
190.99458,-36.34917,6.390,-0.060,0.0
191.00208,-28.32389,5.480,1.340,0.0
190.76750,61.15556,6.380,1.260,0.0
191.25708,-68.83111,6.160,0.690,0.0
191.40792,-60.98111,4.690,1.050,27.8
191.11292,44.10306,6.330,0.430,0.0
191.57042,-68.10806,3.050,-0.180,66.7
191.24792,39.27889,5.950,0.550,15.9
191.28250,45.44028,4.990,2.540,500.0
191.40458,7.67333,5.220,0.330,71.4
191.59458,-56.48889,4.650,-0.160,0.0
191.59375,9.54000,5.670,0.990,47.6
191.69167,-33.31556,5.860,1.340,0.0
191.66125,16.57750,5.120,1.350,0.0
191.10833,80.62111,6.400,0.120,0.0
191.93000,-59.68861,1.250,-0.230,0.0
191.75958,5.95083,6.340,-0.050,0.0
191.80667,11.95806,6.070,0.120,0.0
191.88917,-6.30194,6.260,0.550,0.0
191.97375,-24.85167,6.440,-0.060,0.0
191.96417,3.57278,6.410,1.600,0.0
191.82875,62.78083,5.890,0.000,0.0
192.11000,-27.59750,5.660,0.950,0.0
192.05958,13.55306,6.560,0.010,0.0
192.43708,-71.98639,5.550,1.170,0.0
191.89333,66.79028,5.430,1.560,43.5
192.19583,24.84028,6.310,0.700,23.3
192.22583,14.12250,5.700,0.020,0.0
192.17417,48.46694,6.270,0.180,0.0
192.16417,60.32000,5.850,0.460,24.4
192.55000,-60.40083,6.750,0.350,0.0
192.32250,27.55222,5.780,0.030,0.0
193.74417,-85.12333,5.460,1.020,0.0
192.58167,-48.45972,6.240,0.050,0.0
192.74125,-52.78750,5.730,0.130,0.0
192.57250,22.86333,6.430,1.000,0.0
192.67167,-33.99944,4.910,-0.040,50.0
192.54458,37.51694,5.890,0.150,0.0
192.82417,-60.32972,5.720,0.380,0.0
192.84542,-10.33833,6.410,1.020,0.0
192.90375,3.05667,6.020,1.290,0.0
192.98667,-39.68083,5.980,-0.100,0.0
193.02208,-48.09417,6.330,0.030,0.0
192.99125,-26.73806,6.150,0.230,0.0
193.10250,-53.82944,6.240,1.130,0.0
192.92458,27.54056,4.940,0.670,90.9
193.05125,17.07389,6.320,1.590,0.0
193.26625,-54.95250,5.930,1.310,0.0
193.11500,16.12250,6.300,0.160,0.0
193.34083,-60.32861,5.760,0.330,0.0
193.27875,-48.94333,4.330,1.370,50.0
193.35917,-40.17889,4.270,0.210,17.9
193.45458,-60.37694,5.900,0.200,0.0
193.29667,-3.55306,6.110,0.500,23.8
192.27750,83.41806,5.850,-0.060,0.0
192.30667,83.41278,5.280,-0.030,0.0
193.32417,21.24500,4.900,0.900,47.6
193.59167,-58.43056,6.580,0.760,0.0
193.40875,-4.22389,6.440,1.100,0.0
193.66333,-59.14667,4.620,-0.150,0.0
193.64833,-57.17778,4.030,-0.170,0.0
193.65333,-57.16833,5.170,-0.120,0.0
193.45708,12.41861,6.250,0.270,0.0
193.57792,-11.64861,6.000,0.080,0.0
193.58833,-9.53889,4.790,1.600,47.6
193.74375,-44.15194,5.890,0.640,22.7
193.55458,33.53444,6.260,0.200,0.0
193.50708,55.95972,1.770,-0.020,111.1
193.83083,-42.91583,5.470,1.680,0.0
194.13125,-72.18528,5.930,1.130,0.0
193.98750,-56.83611,5.320,0.010,0.0
193.73542,47.19667,5.840,1.550,0.0
193.90083,3.39750,3.380,1.580,45.5
193.97208,-15.32694,6.170,0.000,0.0
194.12542,-26.46028,6.620,0.680,0.0
194.26833,-51.19861,5.160,-0.060,0.0
194.00167,38.31472,5.600,0.340,37.0
194.00708,38.31833,2.900,-0.120,37.0
193.86875,65.43861,5.240,0.280,31.2
194.07333,54.09944,5.820,0.190,83.3
194.38833,-22.75389,6.310,1.070,0.0
194.28208,46.17694,6.120,1.010,0.0
194.73083,17.40944,4.780,1.560,0.0
194.91458,-3.81194,5.790,0.180,0.0
195.13583,-33.50528,6.020,0.380,0.0
195.56750,-71.54889,3.620,1.180,33.3
195.06875,30.78500,4.900,1.170,62.5
195.14958,-3.36861,5.990,1.120,0.0
195.16167,18.37306,6.200,0.420,50.0
194.69708,75.47250,6.010,0.990,0.0
194.97958,66.59722,5.320,1.290,200.0
195.29000,17.12306,5.960,0.960,0.0
195.77167,-71.47611,6.030,0.050,0.0
195.18250,56.36639,4.930,0.360,29.4
195.54417,10.95917,2.830,0.940,23.3
195.88833,-49.52722,4.850,0.020,83.3
195.44500,63.61028,6.000,0.410,30.3
195.94208,-20.58306,5.580,0.560,333.3
195.66833,59.71611,6.530,0.050,0.0
195.97667,-3.66333,6.590,0.290,200.0
196.20042,-41.19667,6.260,1.680,0.0
196.37833,-52.11500,6.430,1.700,0.0
196.56958,-48.46361,4.710,-0.140,0.0
196.64625,-41.58861,5.590,1.050,0.0
196.72750,-49.90611,4.270,-0.190,0.0
196.43542,35.79889,5.250,-0.080,90.9
196.85083,-59.86056,5.990,0.480,0.0
196.46792,45.26861,5.630,1.130,83.3
196.58833,21.15333,5.990,0.390,33.3
196.72625,-35.86194,6.540,-0.020,0.0
196.54250,29.02944,6.540,0.050,0.0
196.59417,22.61611,5.600,1.590,22.2
196.20708,73.02528,6.310,0.000,142.9
196.90958,-53.45972,5.710,-0.070,0.0
197.02917,-65.30639,5.510,-0.020,0.0
196.59458,62.04194,6.140,0.990,0.0
196.79458,27.62472,4.800,1.480,125.0
196.97417,-10.74028,5.190,1.140,40.0
196.97333,27.55583,6.190,1.360,0.0
197.13542,-8.98444,5.550,1.180,0.0
197.26375,-23.11806,4.950,1.050,83.3
197.31000,-9.53833,6.320,1.020,0.0
197.30167,10.02222,5.780,1.000,0.0
197.43875,-10.32944,5.940,1.490,0.0
197.44917,16.84861,5.910,1.450,0.0
197.48750,-5.53889,4.380,-0.010,38.5
197.41125,37.42306,6.020,1.150,0.0
197.74333,-52.56694,6.060,-0.090,0.0
197.96500,-69.94194,5.910,0.420,0.0
197.42500,38.53389,6.280,-0.120,0.0
197.49708,17.52944,5.220,0.450,18.5
197.49708,17.52944,5.220,0.000,18.5
197.78667,-42.23306,5.790,0.520,0.0
197.51333,38.49889,5.910,0.290,0.0
197.97125,-63.30278,6.330,0.440,0.0
197.84667,-43.36889,5.250,1.050,90.9
197.45917,62.22917,6.540,-0.020,0.0
198.07250,-59.92083,4.600,-0.080,71.4
198.57167,-78.44722,5.850,1.070,0.0
198.20375,-66.22694,5.900,0.060,0.0
197.91333,-26.55167,6.500,0.190,0.0
198.01333,-37.80306,4.850,0.700,18.9
198.23333,-59.81667,6.160,0.600,0.0
198.01458,-16.19861,5.040,0.460,25.0
198.21208,-42.69972,6.220,1.060,0.0
197.96833,27.87806,4.260,0.570,8.3
198.03500,24.25806,6.330,0.980,0.0
198.34792,-50.70000,5.890,-0.020,0.0
198.13708,11.55611,5.770,1.510,0.0
198.14958,18.75167,6.530,0.880,0.0
198.55042,-58.68389,5.890,1.080,0.0
198.56167,-59.10333,4.920,0.480,18.9
198.36167,-18.82667,6.280,0.090,90.9
198.48958,-43.13889,6.160,1.380,0.0
198.30167,18.72694,6.110,1.200,0.0
198.81208,-67.89444,4.800,-0.080,0.0
198.85708,-69.67972,6.370,1.210,0.0
198.54542,-19.93083,5.330,0.870,100.0
198.67958,-48.95667,5.890,1.060,0.0
198.42917,40.15278,4.920,1.060,250.0
198.63042,11.33167,5.670,1.500,0.0
198.79042,-36.37111,6.190,0.970,0.0
199.18667,-65.13833,6.070,0.440,0.0
198.99500,-19.94306,5.220,1.030,20.8
199.30417,-66.78361,4.870,1.500,142.9
198.38333,72.79889,6.590,0.080,0.0
198.88333,40.85528,5.790,0.190,0.0
199.10625,-1.39056,6.680,0.310,0.0
199.22125,-31.50611,5.100,0.960,62.5
199.05958,19.05167,6.450,0.980,0.0
199.30792,-43.97944,5.840,0.200,0.0
198.10583,80.47139,6.250,0.940,0.0
199.13458,19.78528,6.450,0.250,0.0
199.19375,9.42417,5.220,0.590,12.7
199.82875,-72.03556,6.040,1.350,0.0
199.31500,13.67556,5.330,1.310,0.0
199.37458,-0.67667,6.370,0.260,0.0
199.40125,5.46972,4.800,1.670,90.9
199.64417,-51.28611,6.190,0.010,0.0
199.38542,40.57250,4.730,0.300,52.6
199.11917,68.40806,6.200,-0.060,0.0
199.60125,-18.31139,4.740,0.710,8.7
199.73042,-23.17167,3.000,0.920,37.0
199.71292,3.68778,6.620,0.060,0.0
199.61583,34.09806,5.820,1.350,0.0
199.56042,49.68194,5.150,-0.070,50.0
200.14542,-59.77333,6.180,0.430,0.0
199.76750,35.12806,6.020,0.240,0.0
200.15750,-52.74806,5.480,-0.130,0.0
200.20125,-55.80056,6.020,0.290,0.0
200.14917,-36.71222,2.750,0.040,16.1
200.24042,-46.88056,5.770,1.120,0.0
200.71917,-72.14667,6.050,0.090,0.0
200.17333,2.94167,6.260,0.100,200.0
200.07917,40.15056,5.600,1.200,0.0
200.37458,-19.48889,6.210,0.090,0.0
200.64875,-60.97222,6.180,0.010,0.0
200.65792,-60.98833,4.530,-0.130,0.0
200.56750,-52.18306,5.830,0.120,0.0
200.42333,2.08722,5.690,0.060,0.0
200.71958,-47.94306,6.160,0.180,0.0
200.76083,-48.56278,6.380,-0.070,0.0
200.54042,5.15472,5.870,0.120,0.0
201.00208,-64.53583,4.530,0.850,500.0
201.27958,-74.88778,5.050,1.110,62.5
200.78625,-33.19000,6.220,1.650,0.0
200.75458,-17.73528,5.370,0.990,250.0
200.51583,43.90306,6.350,0.240,0.0
200.96792,-49.82306,6.480,0.960,0.0
200.82875,-4.92444,5.890,1.430,0.0
201.30792,-64.48528,5.310,0.400,125.0
201.45875,-70.62750,5.670,-0.030,0.0
201.13833,-5.16389,5.750,0.420,0.0
201.82625,-74.69194,6.630,-0.060,0.0
200.97500,37.03389,6.070,1.680,0.0
201.12708,12.43194,6.440,1.060,0.0
200.98125,54.92528,2.270,0.020,21.3
200.98500,54.92167,3.950,0.130,21.3
201.29833,-11.16139,0.980,-0.230,43.5
201.27792,23.85444,5.780,0.060,0.0
201.53250,-39.75528,5.090,1.200,83.3
201.54750,-1.19250,5.970,0.190,0.0
201.73375,-41.49806,5.690,1.470,0.0
201.77625,-49.14389,6.310,0.000,0.0
201.30625,54.98806,4.010,0.160,22.2
201.83667,-49.38083,6.280,-0.120,0.0
201.68000,-12.70778,5.250,1.520,0.0
201.81125,-40.16306,6.400,0.980,0.0
202.19333,-69.62806,6.200,0.020,0.0
201.56917,46.02806,5.880,0.970,0.0
201.86333,-15.97361,4.760,1.090,16.9
202.28167,-64.67583,6.110,0.110,0.0
201.49958,63.26111,6.500,0.740,35.7
202.35500,-51.16528,5.060,0.070,90.9
202.10750,13.77889,4.980,0.710,23.3
201.53375,72.39139,5.790,1.630,0.0
201.76917,64.73556,6.660,0.370,0.0
201.79458,64.71944,7.040,0.390,0.0
201.99792,52.74583,6.340,0.230,0.0
202.10917,40.72972,6.470,0.920,0.0
202.31208,-1.36444,6.430,1.110,0.0
202.04875,50.58722,6.800,0.000,0.0
202.42833,-23.28139,4.970,1.600,0.0
202.30417,10.81833,5.650,1.050,0.0
203.31167,-77.56833,6.480,0.480,29.4
202.19042,50.71833,6.430,0.370,0.0
205.23125,-85.78611,5.580,0.180,0.0
202.11292,59.94583,5.400,-0.010,40.0
202.50042,7.17889,6.170,1.470,0.0
202.49000,6.01333,6.510,0.960,0.0
202.60708,-6.47028,6.090,0.330,0.0
202.76125,-39.40750,3.880,1.170,83.3
202.88875,-28.11278,6.470,0.100,0.0
201.73625,78.64389,5.770,0.770,0.0
203.02208,-38.39917,6.160,1.040,0.0
203.39875,-65.63250,6.370,-0.020,0.0
203.01167,-18.72889,6.010,0.180,0.0
202.99125,-6.25583,4.690,1.620,50.0
202.81583,42.10611,6.080,1.050,83.3
203.14958,-28.69278,5.690,0.040,0.0
203.14375,-29.56528,6.450,0.440,0.0
203.21542,-15.36306,5.550,1.230,0.0
203.24208,-10.16500,5.210,0.960,47.6
203.25292,-7.19500,6.680,1.280,0.0
203.20042,24.34639,6.110,0.960,0.0
203.62042,-48.27222,6.330,-0.050,0.0
203.68167,-33.31083,6.440,1.260,0.0
203.53292,3.65889,4.940,0.030,47.6
203.66875,-13.21444,5.910,0.020,142.9
203.67333,-0.59583,3.370,0.110,22.7
203.59083,38.78917,6.370,0.210,0.0
203.53042,55.34861,5.600,-0.030,76.9
203.69917,37.18250,4.980,0.400,45.5
203.88042,-5.39611,5.730,0.950,0.0
203.61375,49.01611,4.700,0.120,29.4
204.30083,-61.69194,5.630,0.500,31.2
203.88875,10.20472,6.490,1.030,0.0
204.79958,-75.68389,6.340,0.010,0.0
203.80875,44.19694,6.840,0.200,0.0
204.21042,-34.46778,6.500,1.030,0.0
204.27500,-44.14333,5.980,0.940,0.0
204.69042,-70.44500,6.100,1.420,0.0
204.20167,-26.49500,5.780,0.220,47.6
204.34875,-46.42833,5.900,-0.120,0.0
204.53167,-58.41500,6.420,1.120,0.0
204.24625,24.61333,5.740,1.550,0.0
204.70458,-57.62306,6.010,1.140,0.0
205.00250,-70.78833,6.590,1.300,0.0
204.16583,49.48667,6.490,0.000,0.0
204.36500,36.29500,4.820,0.230,33.3
204.67500,-29.56083,5.830,0.400,0.0
204.53292,14.30167,6.520,0.250,0.0
205.04542,-64.57694,5.790,0.390,0.0
203.67833,76.54667,6.570,0.000,0.0
204.97167,-53.46639,2.300,-0.220,0.0
204.42917,50.71472,6.480,1.550,333.3
204.99875,-49.95028,6.000,1.500,0.0
204.92000,-39.74806,6.270,1.660,0.0
204.95250,-40.05194,5.600,1.300,0.0
204.75958,18.26528,6.480,1.200,0.0
204.89417,10.74611,5.570,0.330,90.9
204.29583,71.24222,5.500,1.200,0.0
205.50458,-58.78722,5.380,-0.030,0.0
205.43625,-54.56000,5.010,-0.050,333.3
204.87667,52.92139,5.460,0.100,90.9
205.06500,31.01194,6.210,0.960,0.0
205.16875,19.95556,5.750,0.010,55.6
205.16292,28.06528,6.230,1.280,0.0
205.37875,-23.44972,6.590,0.060,0.0
205.44042,-33.59694,6.050,1.440,0.0
205.09667,50.51944,6.320,0.540,20.4
205.25958,22.49583,5.620,1.010,0.0
205.40333,-8.70306,5.010,1.630,76.9
205.73375,-56.76806,6.000,-0.080,0.0
205.72750,-50.79056,6.410,1.670,0.0
205.08875,57.20750,6.290,0.100,0.0
205.18458,54.68167,4.660,1.640,71.4
205.72917,-41.40111,5.980,1.020,0.0
205.55292,8.38833,6.160,0.420,28.6
205.91667,-42.06750,5.980,-0.080,0.0
206.06625,-51.01306,6.470,-0.130,0.0
205.76542,3.53806,5.360,1.110,166.7
205.62000,41.67417,6.300,0.860,0.0
205.68083,34.98889,5.980,0.850,0.0
205.37458,64.82250,5.850,0.070,0.0
205.97625,-5.49889,6.510,0.050,0.0
205.93833,22.70028,6.130,1.420,0.0
206.12417,-16.17917,5.600,0.810,0.0
206.19042,-25.50083,6.210,1.380,0.0
206.40375,-26.11611,5.810,0.020,0.0
206.42167,-33.04389,4.230,0.380,19.6
205.97792,52.06444,6.020,0.000,0.0
206.39625,-15.76750,6.190,0.050,0.0
206.79458,-62.59000,6.510,1.980,0.0
206.66375,-51.43278,4.650,0.960,55.6
206.48458,-12.42667,5.510,0.900,0.0
206.73500,-36.25194,5.150,-0.020,52.6
206.86500,-50.24944,5.910,0.290,0.0
206.91000,-50.32111,5.450,1.360,76.9
206.30500,55.87944,6.500,0.470,41.7
206.80625,-9.70917,6.050,1.420,0.0
206.55625,41.08861,5.870,0.210,83.3
206.57917,38.50389,5.940,0.940,0.0
206.85583,-17.86000,5.430,1.620,0.0
206.68042,25.70222,5.950,0.490,0.0
206.73792,6.35056,6.330,0.630,38.5
205.66375,78.06444,5.910,1.010,29.4
206.81542,17.45667,4.500,0.480,16.9
206.74917,38.54278,5.500,1.030,0.0
206.64875,54.43278,5.700,-0.080,0.0
208.91125,-82.66611,5.950,1.460,0.0
207.22958,-35.70389,6.530,0.570,25.6
207.37625,-41.68778,3.410,-0.220,0.0
206.88500,49.31333,1.860,-0.190,28.6
207.36125,-34.45083,4.190,1.500,32.3
207.40417,-42.47389,3.040,-0.170,0.0
207.94750,-69.40139,5.750,1.730,0.0
207.16125,31.19028,5.620,1.010,0.0
207.46792,-18.13417,4.970,1.060,21.7
207.52708,-29.08139,6.180,-0.030,0.0
207.58083,-39.90111,6.440,0.990,0.0
207.23833,39.54278,7.400,0.000,0.0
207.36917,15.79778,4.070,1.520,90.9
207.42833,21.26417,4.910,1.430,0.0
207.64375,-19.89722,6.530,0.510,0.0
205.59625,82.75250,5.980,1.010,0.0
207.43750,36.63278,6.380,0.000,0.0
207.60292,5.49722,6.010,0.900,0.0
207.94667,-46.89917,5.770,-0.160,0.0
208.02000,-52.81167,5.250,-0.090,0.0
207.90250,-36.43333,6.350,0.480,0.0
207.83500,-24.39083,6.450,0.690,16.1
207.95667,-32.99444,4.560,-0.130,58.8
207.95875,-32.99472,6.060,-0.040,58.8
208.00375,-31.61944,6.120,0.480,62.5
207.43958,61.48917,5.960,0.960,0.0
207.76875,34.77250,6.650,0.120,0.0
207.78833,34.66444,5.870,1.620,71.4
207.61542,58.53944,6.460,0.090,0.0
208.42958,-53.37361,5.890,0.010,0.0
208.70375,-67.65250,5.710,1.490,0.0
207.94792,34.44417,4.740,1.660,38.5
208.07667,12.16528,6.040,0.040,0.0
208.30208,-31.92778,4.730,-0.140,0.0
208.38667,-35.66417,5.540,0.440,111.1
208.48708,-47.12806,6.100,-0.070,0.0
208.46750,-35.31444,6.190,1.020,0.0
208.30375,17.93278,5.700,0.840,0.0
207.85792,64.72333,4.650,1.580,71.4
207.74667,68.31528,6.400,1.170,40.0
208.56917,-28.56972,6.040,1.130,0.0
208.29292,28.64806,5.900,0.200,0.0
208.80083,-52.16111,5.710,-0.080,0.0
208.88500,-47.28833,2.550,-0.220,0.0
208.67542,-1.50306,5.150,1.080,37.0
208.74250,-8.05889,6.190,0.530,50.0
209.08250,-54.13194,6.140,0.070,83.3
208.67125,18.39778,2.680,0.580,9.3
209.13750,-54.70444,6.000,0.780,0.0
208.93542,-31.28500,6.510,0.900,0.0
208.46250,53.72861,5.700,-0.050,83.3
209.08125,-46.59250,5.830,1.140,40.0
210.13667,-78.59000,6.090,0.030,0.0
209.41208,-63.68667,4.710,1.110,30.3
209.63000,-65.80056,6.200,1.050,0.0
208.95833,14.05639,6.160,0.500,0.0
209.11625,1.05056,5.910,0.200,0.0
209.04375,32.03250,6.320,0.370,71.4
209.36542,-23.02278,6.140,1.430,0.0
209.14250,27.49194,5.010,1.420,125.0
209.56792,-42.10083,3.830,-0.210,0.0
209.67000,-44.80361,3.870,-0.200,0.0
209.62958,-24.97222,5.150,-0.100,0.0
209.82208,-50.37000,5.910,0.960,0.0
210.07208,-61.48139,6.490,0.330,0.0
210.21750,-66.26861,5.970,0.350,0.0
209.66625,14.64944,6.000,1.440,0.0
209.66208,21.69611,5.760,-0.030,76.9
209.38375,61.49278,6.370,0.000,0.0
210.00042,-25.01028,5.770,0.480,34.5
209.95542,-3.54972,6.400,0.490,0.0
210.32917,-40.22222,6.130,1.250,0.0
210.43083,-45.60361,4.340,0.600,76.9
211.33250,-76.79667,5.500,1.550,0.0
210.33500,8.89472,5.990,0.090,0.0
210.29375,27.38667,6.230,0.170,0.0
210.41167,1.54444,4.260,0.100,41.7
210.59500,-27.43000,5.480,1.340,0.0
210.85917,-56.21361,5.920,1.220,0.0
210.95583,-60.37306,0.610,-0.230,111.1
210.75708,-31.68389,6.180,0.480,55.6
210.86458,-41.42333,6.110,-0.110,0.0
210.63250,9.68639,6.200,0.900,0.0
210.55083,45.75361,6.270,1.320,0.0
210.97125,-22.42167,6.300,0.450,0.0
210.88458,10.78667,6.300,0.740,16.9
210.90333,7.54639,6.260,0.940,0.0
210.98250,4.90083,6.240,0.390,0.0
211.06083,-5.38139,6.390,1.320,0.0
211.11250,-14.97167,6.280,1.080,0.0
211.44375,-54.66944,6.170,0.230,0.0
212.11292,-74.85028,6.020,0.580,24.4
210.74875,50.97194,6.150,0.010,0.0
211.60458,-59.71556,6.420,0.120,0.0
210.46083,68.67861,6.340,1.400,0.0
211.15625,2.29750,6.280,1.020,0.0
211.30833,-16.33583,6.560,0.100,0.0
211.51167,-41.17972,4.360,-0.190,0.0
211.54542,-43.09194,6.200,0.980,0.0
211.59292,-26.68250,3.270,1.120,20.4
211.67083,-36.37000,2.060,1.010,15.4
212.05958,-63.20806,6.400,1.020,0.0
211.67833,-9.31333,5.460,0.340,0.0
211.09708,64.37583,3.650,-0.050,55.6
212.23458,-59.27667,6.340,0.050,0.0
212.62875,-70.30556,6.050,1.740,0.0
212.21625,-43.47111,6.170,-0.060,0.0
212.75792,-69.71972,6.060,0.180,0.0
212.39583,-51.50472,6.000,-0.060,0.0
212.47833,-53.43917,4.750,0.940,58.8
212.25250,-10.33444,6.470,1.000,0.0
211.98250,43.85444,5.270,1.590,41.7
212.07208,49.45806,5.250,1.650,50.0
212.71042,-16.30194,4.910,1.720,83.3
212.19167,59.33778,6.460,1.020,0.0
214.55750,-81.00778,4.910,0.250,0.0
212.59958,25.09167,4.830,0.540,23.8
211.73500,74.59361,6.450,0.140,0.0
214.22875,-77.66389,6.470,1.420,0.0
212.88000,1.36222,6.430,0.480,0.0
213.31833,-53.66583,5.560,1.440,111.1
213.10208,-24.36417,6.340,1.350,0.0
212.81292,32.29556,6.110,1.260,0.0
213.41625,-54.62583,6.110,0.050,0.0
213.19167,-27.26111,5.080,1.160,20.8
213.06583,2.40944,5.010,-0.120,111.1
213.30500,-26.61222,6.240,1.080,0.0
213.22417,-10.27361,4.190,1.330,45.5
213.73750,-57.08583,5.070,-0.080,0.0
213.42000,-0.84556,5.910,0.470,37.0
213.67750,-41.83750,5.610,0.930,0.0
213.83833,-53.50972,6.390,1.570,0.0
214.16083,-66.58778,5.750,-0.060,0.0
212.21208,77.54750,4.820,1.360,100.0
213.58875,-5.94750,6.360,0.600,43.5
213.52167,12.95944,5.540,0.540,45.5
213.75542,-29.28194,6.080,0.000,0.0
213.91167,-45.00083,6.310,0.600,0.0
214.14250,-59.91389,6.390,2.040,0.0
216.09708,-82.84861,6.420,0.020,0.0
213.36542,51.78778,6.690,0.390,100.0
213.37083,51.79028,4.540,0.200,100.0
213.71167,10.10056,5.290,1.000,0.0
213.72083,3.33611,6.450,1.600,0.0
213.85042,-18.20083,5.430,-0.030,0.0
213.67083,21.87333,6.390,0.180,0.0
213.01667,69.43250,5.240,1.580,62.5
213.59792,41.51889,6.240,1.040,33.3
215.59458,-80.10889,5.060,-0.100,0.0
214.07625,-33.24139,6.550,0.300,0.0
214.00375,-6.00056,4.080,0.520,23.3
216.72875,-83.66778,4.320,1.310,0.0
213.91542,19.18250,-0.040,1.230,11.1
214.08958,-6.62194,6.440,0.280,0.0
214.12542,-3.19639,6.150,-0.010,0.0
214.01750,18.91194,5.980,0.260,0.0
214.26583,-18.58528,6.220,0.980,0.0
213.82042,52.53583,6.580,0.100,0.0
214.13667,20.12139,6.250,0.490,32.3
214.10083,39.74472,6.380,0.360,0.0
214.59917,-33.22056,6.540,0.270,0.0
214.96458,-61.27306,5.230,0.290,29.4
214.04125,51.36722,4.750,0.200,20.8
214.09583,46.08833,4.180,0.080,22.2
214.36833,15.26333,5.800,1.710,0.0
214.50250,-7.54250,6.470,0.730,0.0
214.85083,-46.05778,3.550,-0.180,0.0
214.65958,-18.71611,5.900,0.000,0.0
214.75333,-25.81556,5.870,0.500,19.6
214.84958,-37.00361,5.940,0.080,0.0
215.08125,-56.38667,4.330,0.120,0.0
214.77750,-13.37111,4.520,0.130,58.8
214.33792,51.30722,6.200,0.040,0.0
214.49917,35.50944,4.810,1.060,0.0
215.04042,-43.05889,5.560,0.920,0.0
214.45500,48.00167,6.320,0.440,0.0
215.17708,-45.18722,4.770,0.310,50.0
214.81792,13.00417,5.410,0.380,0.0
214.88542,-2.26556,5.140,1.020,55.6
215.13917,-37.88528,4.050,-0.030,333.3
214.92042,0.38417,6.190,0.200,0.0
214.73208,38.76750,6.860,1.060,0.0
214.93833,16.30694,4.860,1.230,0.0
215.65417,-58.45944,4.920,0.860,41.7
214.73250,54.86417,6.530,0.000,0.0
214.94875,38.79389,6.330,0.050,0.0
215.03625,30.42917,6.440,0.150,0.0
215.66125,-48.32028,6.090,-0.130,0.0
215.58208,-34.78694,5.560,-0.090,0.0
215.83458,-50.77222,6.020,1.360,0.0
215.75917,-39.51222,4.420,-0.180,0.0
216.27625,-68.19528,5.610,0.490,0.0
215.95167,-53.17667,6.000,1.100,0.0
215.77417,-27.75389,4.770,1.310,25.0
216.41458,-66.17333,6.360,0.130,0.0
215.85667,-11.71417,6.210,0.990,0.0
215.81375,1.24167,6.270,0.630,16.4
215.84417,8.44500,6.860,0.430,62.5
215.84458,8.44667,5.120,-0.020,62.5
215.77833,25.33806,6.220,0.370,0.0
216.00375,8.24361,5.950,0.060,0.0
217.40333,-76.72917,6.070,1.180,0.0
216.20250,-24.80639,5.320,0.960,41.7
216.77958,-65.82167,5.850,1.500,0.0
216.04708,5.82000,5.100,0.120,43.5
216.17042,-11.66972,6.490,0.420,83.3
216.07625,8.08500,6.190,1.200,66.7
216.53417,-45.22139,4.560,-0.150,0.0
216.54500,-45.37944,4.350,0.430,500.0
216.37417,-19.96972,6.610,0.140,200.0
216.55583,-42.31917,6.320,1.190,0.0
216.44875,-26.85250,6.480,0.940,0.0
216.70792,-39.87389,6.350,-0.080,0.0
216.80083,-46.13444,5.830,0.310,0.0
216.37167,38.39306,6.270,1.230,0.0
217.18125,-59.19778,6.450,0.140,0.0
216.29917,51.85083,4.050,0.500,13.9
216.61417,19.22694,5.390,0.230,142.9
